id;region;fecha;hora;es_dia;temperatura_2m;lluvia_mm;humedad_relativa_2m;temperatura_aparente;radiacion_directa;cod_clima;presion_msl
308;costa;21/2/2020;0:00;0;26.3;1.20;88;31.8;77.5;51;1009.7
309;oriente;21/2/2020;0:00;0;20.4;0.10;94;23.7;1.8;51;1013.3
310;sierra;21/2/2020;12:00;1;14.1;0.50;97;14.1;234.7;51;1019.7
311;costa;21/2/2020;12:00;1;24.4;0.00;96;30.0;0.3;3;1012.6
312;oriente;21/2/2020;12:00;1;25.7;0.90;70;28.8;142.0;51;1015.1
313;sierra;22/2/2020;0:00;0;10.6;0.80;89;10.1;9.0;51;1020.2
314;costa;22/2/2020;0:00;0;26.9;4.20;90;33.2;228.5;53;1010.3
315;oriente;22/2/2020;0:00;0;21.3;2.90;93;25.2;2.7;51;1015.3
316;sierra;22/2/2020;12:00;1;13.7;4.40;95;13.2;88.3;53;1020.3
317;costa;22/2/2020;12:00;1;24.6;27.50;95;30.4;0.0;63;1013.0
318;oriente;22/2/2020;12:00;1;23.0;3.50;87;26.4;55.3;53;1016.9
319;sierra;23/2/2020;0:00;0;9.8;5.60;99;9.5;2.5;53;1021.7
320;costa;23/2/2020;0:00;0;25.9;13.60;90;31.9;191.3;61;1010.2
321;oriente;23/2/2020;0:00;0;20.2;5.00;100;23.5;0.7;53;1017.7
322;sierra;23/2/2020;12:00;1;12.5;0.10;80;11.6;126.3;51;1021.2
323;costa;23/2/2020;12:00;1;24.3;4.70;98;29.5;0.2;53;1011.8
324;oriente;23/2/2020;12:00;1;23.0;7.40;95;27.6;20.3;55;1017.0
325;sierra;24/2/2020;0:00;0;10.9;0.40;87;10.4;0.0;51;1019.6
326;costa;24/2/2020;0:00;0;24.9;8.70;94;30.2;146.0;61;1009.9
327;oriente;24/2/2020;0:00;0;21.4;0.80;91;24.7;1.0;51;1016.2
328;sierra;24/2/2020;12:00;1;13.9;1.90;97;13.4;241.8;51;1019.8
329;costa;24/2/2020;12:00;1;24.5;20.00;92;29.3;0.0;63;1012.3
330;oriente;24/2/2020;12:00;1;24.2;7.20;95;29.5;132.5;55;1016.2
331;sierra;25/2/2020;0:00;0;10.4;2.20;90;9.7;1.7;51;1019.5
332;costa;25/2/2020;0:00;0;25.8;1.10;83;30.8;119.8;51;1010.2
333;oriente;25/2/2020;0:00;0;20.5;2.00;97;24.3;1.3;51;1015.8
334;sierra;25/2/2020;12:00;1;14.0;1.10;84;13.4;225.0;51;1019.7
335;costa;25/2/2020;12:00;1;23.4;0.00;99;28.7;0.7;3;1011.8
336;oriente;25/2/2020;12:00;1;24.1;2.90;92;28.9;84.8;51;1015.4
337;sierra;26/2/2020;0:00;0;9.8;2.00;94;8.8;2.8;51;1020.9
338;costa;26/2/2020;0:00;0;25.6;1.60;91;30.7;215.3;51;1010.1
339;oriente;26/2/2020;0:00;0;19.9;3.80;99;23.3;2.2;53;1015.9
340;sierra;26/2/2020;12:00;1;13.3;0.50;100;13.4;220.7;51;1020.4
341;costa;26/2/2020;12:00;1;25.0;0.30;93;30.7;0.3;51;1012.3
342;oriente;26/2/2020;12:00;1;21.1;4.60;91;23.9;3.8;53;1018.2
343;sierra;27/2/2020;0:00;0;10.3;1.70;96;10.0;1.7;51;1020.9
344;costa;27/2/2020;0:00;0;26.9;21.30;92;33.4;245.7;63;1010.8
345;oriente;27/2/2020;0:00;0;19.5;0.00;97;22.3;4.3;2;1017.1
346;sierra;27/2/2020;12:00;1;14.0;2.30;100;13.9;213.8;51;1020.3
347;costa;27/2/2020;12:00;1;24.2;5.90;98;29.7;0.3;53;1012.8
348;oriente;27/2/2020;12:00;1;24.5;1.30;69;26.9;201.7;51;1017.1
349;sierra;28/2/2020;0:00;0;10.3;10.60;98;9.9;1.2;61;1021.6
350;costa;28/2/2020;0:00;0;27.1;2.00;89;33.3;296.3;51;1010.2
351;oriente;28/2/2020;0:00;0;19.6;1.80;90;22.1;4.5;51;1017.1
352;sierra;28/2/2020;12:00;1;13.1;1.60;94;12.6;116.0;51;1021.2
353;costa;28/2/2020;12:00;1;24.0;11.70;97;29.1;0.3;61;1012.9
354;oriente;28/2/2020;12:00;1;23.8;1.60;81;27.6;82.2;51;1017.5
355;sierra;29/2/2020;0:00;0;9.9;6.50;100;9.3;2.2;55;1021.9
356;costa;29/2/2020;0:00;0;26.1;4.50;90;31.7;196.2;53;1010.1
357;oriente;29/2/2020;0:00;0;19.7;0.10;96;22.7;11.2;51;1016.7
358;sierra;29/2/2020;12:00;1;13.2;1.40;100;12.8;155.2;51;1022.1
359;costa;29/2/2020;12:00;1;24.1;13.50;97;29.7;0.2;61;1012.6
360;oriente;29/2/2020;12:00;1;25.1;0.80;78;29.1;171.0;51;1017.0
361;sierra;1/3/2020;0:00;0;9.3;0.90;96;8.5;3.7;51;1022.4
362;costa;1/3/2020;0:00;0;25.3;4.10;93;30.4;29.3;53;1010.4
363;oriente;1/3/2020;0:00;0;20.4;2.40;97;23.9;1.5;51;1016.7
364;sierra;1/3/2020;12:00;1;12.5;4.60;100;12.2;189.0;53;1022.5
365;costa;1/3/2020;12:00;1;23.8;0.00;98;29.1;0.2;3;1012.0
366;oriente;1/3/2020;12:00;1;26.9;0.10;69;30.2;297.7;51;1016.0
367;sierra;2/3/2020;0:00;0;9.9;4.50;95;9.0;0.8;53;1022.2
368;costa;2/3/2020;0:00;0;26.5;6.50;90;32.6;129.3;55;1009.9
369;oriente;2/3/2020;0:00;0;21.2;0.60;91;24.3;8.0;51;1015.9
370;sierra;2/3/2020;12:00;1;13.3;0.90;85;12.5;94.7;51;1021.3
371;costa;2/3/2020;12:00;1;25.0;0.00;94;30.8;0.3;3;1010.9
372;oriente;2/3/2020;12:00;1;26.3;0.30;67;29.2;236.8;51;1015.5
373;sierra;3/3/2020;0:00;0;9.9;0.30;93;9.3;3.2;51;1021.4
374;costa;3/3/2020;0:00;0;26.5;3.50;88;32.3;84.0;53;1009.1
375;oriente;3/3/2020;0:00;0;20.3;0.00;88;22.6;10.5;3;1015.0
376;sierra;3/3/2020;12:00;1;12.1;1.30;83;11.1;125.3;51;1021.7
377;costa;3/3/2020;12:00;1;24.4;0.70;96;30.1;0.5;51;1010.0
378;oriente;3/3/2020;12:00;1;25.5;0.00;61;27.2;46.3;2;1015.2
379;sierra;4/3/2020;0:00;0;9.8;1.50;89;9.0;5.2;51;1021.0
380;costa;4/3/2020;0:00;0;27.5;3.90;87;33.7;213.2;53;1008.1
381;oriente;4/3/2020;0:00;0;20.4;0.00;83;22.2;8.7;3;1014.6
382;sierra;4/3/2020;12:00;1;12.6;1.00;80;11.7;180.8;51;1021.7
383;costa;4/3/2020;12:00;1;24.7;2.40;95;30.0;0.3;51;1010.8
384;oriente;4/3/2020;12:00;1;26.7;0.10;61;28.8;203.5;51;1015.7
385;sierra;5/3/2020;0:00;0;9.5;5.10;100;8.8;6.0;53;1022.5
386;costa;5/3/2020;0:00;0;27.4;0.70;86;33.3;212.3;51;1008.1
387;oriente;5/3/2020;0:00;0;21.2;0.90;85;23.6;8.5;51;1016.2
388;sierra;5/3/2020;12:00;1;11.9;1.70;95;11.8;127.0;51;1022.0
389;costa;5/3/2020;12:00;1;24.5;0.40;95;30.1;0.3;51;1010.9
390;oriente;5/3/2020;12:00;1;27.1;0.60;57;29.4;252.2;51;1015.4
391;sierra;6/3/2020;0:00;0;10.3;2.20;87;9.5;7.3;51;1021.5
392;costa;6/3/2020;0:00;0;26.7;11.50;89;32.7;152.2;61;1009.4
393;oriente;6/3/2020;0:00;0;20.2;0.00;88;22.5;5.7;3;1015.4
394;sierra;6/3/2020;12:00;1;12.3;1.90;91;11.6;58.5;51;1021.4
395;costa;6/3/2020;12:00;1;24.1;1.10;96;29.4;0.0;51;1012.4
396;oriente;6/3/2020;12:00;1;25.8;0.80;68;29.2;158.7;51;1015.9
397;sierra;7/3/2020;0:00;0;10.2;1.40;91;9.4;2.5;51;1020.8
398;costa;7/3/2020;0:00;0;25.3;18.40;94;31.1;87.0;63;1010.3
399;oriente;7/3/2020;0:00;0;20.0;0.00;92;22.6;4.7;3;1013.8
400;sierra;7/3/2020;12:00;1;13.6;3.20;97;13.2;120.7;53;1020.3
401;costa;7/3/2020;12:00;1;24.2;31.00;98;29.7;0.0;63;1011.2
402;oriente;7/3/2020;12:00;1;26.0;1.00;71;29.8;135.7;51;1015.4
403;sierra;8/3/2020;0:00;0;9.9;0.50;88;9.2;12.7;51;1020.0
404;costa;8/3/2020;0:00;0;26.6;4.10;87;31.9;130.5;53;1008.4
405;oriente;8/3/2020;0:00;0;20.8;0.90;94;24.0;4.3;51;1015.3
406;sierra;8/3/2020;12:00;1;12.8;0.90;97;12.5;168.7;51;1020.7
407;costa;8/3/2020;12:00;1;24.3;0.70;95;29.5;0.7;51;1010.9
408;oriente;8/3/2020;12:00;1;24.7;0.90;77;28.4;153.2;51;1015.5
409;sierra;9/3/2020;0:00;0;10.0;0.70;91;9.4;7.3;51;1021.0
410;costa;9/3/2020;0:00;0;26.8;4.80;89;32.5;250.3;53;1008.2
411;oriente;9/3/2020;0:00;0;20.6;2.90;97;24.2;7.5;51;1015.8
412;sierra;9/3/2020;12:00;1;13.2;0.10;81;12.3;204.5;51;1021.1
413;costa;9/3/2020;12:00;1;25.1;4.00;95;30.9;0.5;53;1011.2
414;oriente;9/3/2020;12:00;1;25.7;1.30;72;29.3;178.7;51;1016.3
415;sierra;10/3/2020;0:00;0;10.3;1.00;81;9.3;3.3;51;1021.8
416;costa;10/3/2020;0:00;0;26.5;7.10;94;32.9;92.7;55;1009.5
417;oriente;10/3/2020;0:00;0;20.1;0.10;96;23.1;4.3;51;1015.7
418;sierra;10/3/2020;12:00;1;12.7;0.70;86;11.8;184.7;51;1022.3
419;costa;10/3/2020;12:00;1;24.4;0.00;95;29.2;0.0;3;1012.4
420;oriente;10/3/2020;12:00;1;22.8;3.40;88;26.3;77.5;53;1017.5
421;sierra;11/3/2020;0:00;0;10.0;2.70;88;9.2;2.5;51;1020.4
422;costa;11/3/2020;0:00;0;27.3;1.30;78;32.6;99.5;51;1009.9
423;oriente;11/3/2020;0:00;0;20.0;0.70;91;22.6;0.3;51;1014.7
424;sierra;11/3/2020;12:00;1;12.7;2.50;91;12.0;190.7;51;1019.9
425;costa;11/3/2020;12:00;1;24.8;0.70;96;30.4;0.7;51;1010.7
426;oriente;11/3/2020;12:00;1;24.7;1.80;88;29.8;128.8;51;1014.9
427;sierra;12/3/2020;0:00;0;10.4;0.10;82;9.6;11.0;51;1018.4
428;costa;12/3/2020;0:00;0;26.5;1.00;91;32.8;244.2;51;1007.8
429;oriente;12/3/2020;0:00;0;20.7;1.00;93;23.7;9.3;51;1014.1
430;sierra;12/3/2020;12:00;1;12.9;0.40;76;11.5;240.8;51;1018.5
431;costa;12/3/2020;12:00;1;24.0;3.50;97;29.7;0.0;53;1009.6
432;oriente;12/3/2020;12:00;1;24.6;1.90;91;29.7;117.3;51;1013.7
433;sierra;13/3/2020;0:00;0;9.1;1.40;93;8.5;8.3;51;1020.0
434;costa;13/3/2020;0:00;0;26.3;13.20;89;31.6;169.7;61;1008.2
435;oriente;13/3/2020;0:00;0;19.4;0.00;97;22.2;5.2;2;1014.1
436;sierra;13/3/2020;12:00;1;14.2;0.00;70;12.7;336.0;1;1019.4
437;costa;13/3/2020;12:00;1;24.0;12.30;97;29.4;0.5;61;1011.0
438;oriente;13/3/2020;12:00;1;26.7;0.30;72;30.3;190.3;51;1014.5
439;sierra;14/3/2020;0:00;0;10.4;0.80;87;10.0;3.5;51;1020.9
440;costa;14/3/2020;0:00;0;26.4;29.00;94;33.1;147.5;63;1009.8
441;oriente;14/3/2020;0:00;0;20.6;2.20;98;24.1;3.2;51;1016.8
442;sierra;14/3/2020;12:00;1;12.3;0.80;99;12.1;100.7;51;1021.9
443;costa;14/3/2020;12:00;1;23.0;8.70;96;27.5;0.0;61;1014.1
444;oriente;14/3/2020;12:00;1;21.4;11.20;100;25.6;4.5;61;1019.1
445;sierra;15/3/2020;0:00;0;11.1;0.20;75;10.1;5.2;51;1020.7
446;costa;15/3/2020;0:00;0;26.8;0.00;80;31.4;246.3;3;1011.1
447;oriente;15/3/2020;0:00;0;20.2;0.10;97;23.6;4.0;51;1017.5
448;sierra;15/3/2020;12:00;1;13.0;0.40;83;12.2;287.8;51;1021.0
449;costa;15/3/2020;12:00;1;24.2;0.00;99;30.2;1.0;1;1012.6
450;oriente;15/3/2020;12:00;1;25.2;0.30;75;28.9;183.3;51;1016.6
451;sierra;16/3/2020;0:00;0;10.3;0.40;99;10.0;11.7;51;1020.5
452;costa;16/3/2020;0:00;0;26.1;7.00;88;31.2;247.7;55;1010.1
453;oriente;16/3/2020;0:00;0;19.6;4.40;98;22.7;1.5;53;1016.6
454;sierra;16/3/2020;12:00;1;12.4;0.30;91;11.9;254.2;51;1020.1
455;costa;16/3/2020;12:00;1;23.9;2.60;89;28.3;0.2;51;1012.4
456;oriente;16/3/2020;12:00;1;23.8;3.60;93;28.7;45.0;53;1016.0
457;sierra;17/3/2020;0:00;0;10.1;0.50;94;9.5;1.0;51;1020.3
458;costa;17/3/2020;0:00;0;26.3;4.00;93;33.0;247.0;53;1010.3
459;oriente;17/3/2020;0:00;0;19.8;5.10;99;22.8;5.0;53;1016.1
460;sierra;17/3/2020;12:00;1;12.7;2.90;100;12.6;137.7;51;1020.3
461;costa;17/3/2020;12:00;1;24.3;6.90;96;29.8;0.0;55;1012.5
462;oriente;17/3/2020;12:00;1;24.5;1.60;73;26.9;263.8;51;1015.7
463;sierra;18/3/2020;0:00;0;9.8;4.10;99;9.6;0.0;53;1020.7
464;costa;18/3/2020;0:00;0;27.8;0.70;79;32.7;204.7;51;1009.9
465;oriente;18/3/2020;0:00;0;19.4;1.10;99;22.3;3.2;51;1016.4
466;sierra;18/3/2020;12:00;1;12.7;8.70;100;12.6;148.7;61;1020.9
467;costa;18/3/2020;12:00;1;23.8;1.40;98;29.3;0.7;51;1012.1
468;oriente;18/3/2020;12:00;1;24.4;6.90;92;29.0;201.0;55;1016.5
469;sierra;19/3/2020;0:00;0;9.4;1.30;94;8.8;3.7;51;1021.6
470;costa;19/3/2020;0:00;0;27.0;0.60;82;31.8;231.8;51;1009.8
471;oriente;19/3/2020;0:00;0;19.6;0.80;99;22.9;10.3;51;1016.5
472;sierra;19/3/2020;12:00;1;13.9;2.00;100;13.9;201.7;51;1020.9
473;costa;19/3/2020;12:00;1;24.4;0.00;92;29.1;1.2;1;1012.6
474;oriente;19/3/2020;12:00;1;24.6;0.70;69;27.4;201.5;51;1016.7
475;sierra;20/3/2020;0:00;0;9.4;1.10;99;9.1;6.3;51;1021.8
476;costa;20/3/2020;0:00;0;26.8;3.30;89;32.7;173.2;53;1010.8
477;oriente;20/3/2020;0:00;0;20.1;4.00;97;23.3;8.7;53;1016.8
478;sierra;20/3/2020;12:00;1;13.4;0.90;100;13.6;306.2;51;1020.0
479;costa;20/3/2020;12:00;1;23.8;0.00;99;29.3;1.3;1;1014.8
480;oriente;20/3/2020;12:00;1;24.0;4.30;76;26.5;203.7;53;1017.0
481;sierra;21/3/2020;0:00;0;10.6;1.20;83;9.8;2.2;51;1019.4
482;costa;21/3/2020;0:00;0;24.7;47.60;93;30.0;197.5;65;1011.9
483;oriente;21/3/2020;0:00;0;20.1;0.30;91;22.8;8.8;51;1017.1
484;sierra;21/3/2020;12:00;1;13.9;3.10;70;12.6;324.3;53;1018.7
485;costa;21/3/2020;12:00;1;23.8;0.00;99;29.4;1.5;3;1013.3
486;oriente;21/3/2020;12:00;1;23.3;0.50;76;25.2;222.2;51;1016.9
487;sierra;22/3/2020;0:00;0;10.6;3.30;93;10.4;3.7;53;1019.6
488;costa;22/3/2020;0:00;0;27.3;0.00;86;33.1;332.2;3;1009.3
489;oriente;22/3/2020;0:00;0;18.4;0.00;95;20.8;10.2;0;1016.5
490;sierra;22/3/2020;12:00;1;11.2;14.30;100;10.4;100.2;61;1021.1
491;costa;22/3/2020;12:00;1;24.5;0.00;96;30.1;0.8;3;1011.9
492;oriente;22/3/2020;12:00;1;23.5;1.20;73;25.6;191.8;51;1016.2
493;sierra;23/3/2020;0:00;0;9.1;5.90;100;8.7;9.3;53;1021.7
494;costa;23/3/2020;0:00;0;27.2;1.20;82;32.5;297.0;51;1009.6
495;oriente;23/3/2020;0:00;0;20.2;3.80;99;23.2;10.5;53;1017.1
496;sierra;23/3/2020;12:00;1;11.8;4.40;100;11.0;72.5;53;1022.5
497;costa;23/3/2020;12:00;1;23.5;0.00;95;28.4;1.7;0;1013.0
498;oriente;23/3/2020;12:00;1;25.3;14.20;66;28.2;210.5;61;1018.0
499;sierra;24/3/2020;0:00;0;8.9;1.50;97;8.3;4.8;51;1023.0
500;costa;24/3/2020;0:00;0;26.7;1.50;86;32.2;236.8;51;1010.4
501;oriente;24/3/2020;0:00;0;19.0;5.20;96;21.8;10.8;53;1017.7
502;sierra;24/3/2020;12:00;1;11.3;0.50;85;10.1;165.8;51;1022.9
503;costa;24/3/2020;12:00;1;23.3;0.00;98;28.3;1.3;2;1013.6
504;oriente;24/3/2020;12:00;1;25.3;1.00;76;29.4;205.8;51;1017.3
505;sierra;25/3/2020;0:00;0;8.7;0.10;100;8.1;4.2;51;1020.6
506;costa;25/3/2020;0:00;0;27.7;0.10;82;33.2;305.5;51;1009.2
507;oriente;25/3/2020;0:00;0;20.2;2.30;100;23.6;9.3;51;1016.5
508;sierra;25/3/2020;12:00;1;13.1;0.90;100;12.7;232.3;51;1020.0
509;costa;25/3/2020;12:00;1;24.3;61.90;92;29.5;0.0;65;1011.8
510;oriente;25/3/2020;12:00;1;24.2;1.40;81;28.2;179.8;51;1015.5
511;sierra;26/3/2020;0:00;0;9.6;0.50;92;8.9;9.5;51;1019.2
512;costa;26/3/2020;0:00;0;27.1;0.10;80;32.5;188.3;51;1008.5
513;oriente;26/3/2020;0:00;0;19.2;0.00;87;21.4;8.3;2;1014.0
514;sierra;26/3/2020;12:00;1;12.8;0.60;100;12.5;298.8;51;1019.8
515;costa;26/3/2020;12:00;1;24.0;1.20;92;29.2;0.3;51;1011.5
516;oriente;26/3/2020;12:00;1;25.4;0.50;80;29.7;206.5;51;1014.5
517;sierra;27/3/2020;0:00;0;9.8;1.30;97;9.1;3.3;51;1018.6
518;costa;27/3/2020;0:00;0;26.6;0.50;84;31.9;258.8;51;1006.9
519;oriente;27/3/2020;0:00;0;20.0;2.10;100;23.5;5.5;51;1014.0
520;sierra;27/3/2020;12:00;1;13.8;1.10;96;13.6;289.7;51;1017.2
521;costa;27/3/2020;12:00;1;24.0;0.00;89;28.6;0.5;3;1009.4
522;oriente;27/3/2020;12:00;1;23.2;2.20;98;28.4;26.3;51;1013.7
523;sierra;28/3/2020;0:00;0;10.0;1.50;96;9.5;3.5;51;1018.4
524;costa;28/3/2020;0:00;0;25.9;1.70;87;30.9;241.2;51;1007.9
525;oriente;28/3/2020;0:00;0;19.3;1.60;99;22.6;4.7;51;1013.5
526;sierra;28/3/2020;12:00;1;12.7;4.10;92;11.7;92.5;53;1018.7
527;costa;28/3/2020;12:00;1;23.3;0.00;91;27.2;0.2;3;1009.4
528;oriente;28/3/2020;12:00;1;24.2;4.30;99;29.9;180.3;53;1013.7
529;sierra;29/3/2020;0:00;0;9.6;0.90;98;9.2;8.8;51;1020.0
530;costa;29/3/2020;0:00;0;26.8;0.20;81;31.5;230.0;51;1007.6
531;oriente;29/3/2020;0:00;0;20.3;1.30;96;23.4;8.5;51;1013.8
532;sierra;29/3/2020;12:00;1;10.5;4.00;99;9.3;26.3;53;1021.5
533;costa;29/3/2020;12:00;1;23.9;0.00;91;28.6;1.2;2;1010.5
534;oriente;29/3/2020;12:00;1;26.8;0.10;64;29.8;299.3;51;1013.6
535;sierra;30/3/2020;0:00;0;9.1;0.40;88;8.0;9.2;51;1020.3
536;costa;30/3/2020;0:00;0;25.7;0.60;89;30.8;95.8;51;1009.4
537;oriente;30/3/2020;0:00;0;19.9;2.60;96;22.9;9.7;51;1015.0
538;sierra;30/3/2020;12:00;1;11.3;5.60;100;10.7;5.5;53;1020.7
539;costa;30/3/2020;12:00;1;24.3;4.00;94;29.3;0.3;53;1011.3
540;oriente;30/3/2020;12:00;1;21.6;4.10;94;25.3;30.2;53;1016.3
541;sierra;31/3/2020;0:00;0;8.8;2.60;97;8.2;5.8;51;1020.5
542;costa;31/3/2020;0:00;0;25.0;1.30;90;29.9;59.8;51;1008.8
543;oriente;31/3/2020;0:00;0;19.3;3.20;98;22.2;6.2;53;1014.8
544;sierra;31/3/2020;12:00;1;11.8;2.30;100;11.3;26.5;51;1019.6
545;costa;31/3/2020;12:00;1;24.0;0.00;98;29.8;1.3;3;1010.5
546;oriente;31/3/2020;12:00;1;25.4;1.50;76;28.9;250.7;51;1013.6
547;sierra;1/4/2020;0:00;0;9.7;2.70;99;9.0;0.8;51;1019.5
548;costa;1/4/2020;0:00;0;25.7;6.60;91;31.3;113.0;55;1009.3
549;oriente;1/4/2020;0:00;0;18.9;0.90;98;21.3;2.0;51;1014.1
550;sierra;1/4/2020;12:00;1;12.5;3.30;97;12.0;67.5;53;1019.7
551;costa;1/4/2020;12:00;1;23.9;13.90;96;28.9;0.2;61;1011.1
552;oriente;1/4/2020;12:00;1;24.7;3.50;81;28.6;145.7;53;1014.9
553;sierra;2/4/2020;0:00;0;9.5;3.00;98;8.9;4.5;53;1021.4
554;costa;2/4/2020;0:00;0;26.4;0.00;86;31.9;71.0;3;1009.0
555;oriente;2/4/2020;0:00;0;19.5;0.00;97;22.6;3.7;3;1016.4
556;sierra;2/4/2020;12:00;1;10.3;4.30;90;9.1;10.0;53;1022.9
557;costa;2/4/2020;12:00;1;23.9;0.00;92;28.4;1.7;2;1010.9
558;oriente;2/4/2020;12:00;1;24.2;1.20;84;28.0;98.8;51;1017.1
559;sierra;3/4/2020;0:00;0;9.2;0.90;97;8.6;2.2;51;1022.6
560;costa;3/4/2020;0:00;0;27.0;5.60;86;32.4;266.3;53;1008.8
561;oriente;3/4/2020;0:00;0;18.7;0.00;94;20.9;5.0;3;1015.9
562;sierra;3/4/2020;12:00;1;11.6;0.90;84;10.5;157.3;51;1022.4
563;costa;3/4/2020;12:00;1;24.5;0.00;92;29.5;1.0;1;1010.2
564;oriente;3/4/2020;12:00;1;26.8;0.00;62;28.6;283.0;2;1015.6
565;sierra;4/4/2020;0:00;0;9.3;0.80;86;8.3;11.2;51;1020.6
566;costa;4/4/2020;0:00;0;26.6;4.40;90;32.7;101.2;53;1007.1
567;oriente;4/4/2020;0:00;0;19.9;0.00;86;21.6;11.8;2;1014.3
568;sierra;4/4/2020;12:00;1;12.4;0.70;83;11.7;156.5;51;1020.1
569;costa;4/4/2020;12:00;1;23.7;3.00;94;28.1;0.0;53;1009.8
570;oriente;4/4/2020;12:00;1;26.4;0.00;59;28.1;84.7;3;1013.9
571;sierra;5/4/2020;0:00;0;10.3;0.60;84;9.1;5.8;51;1019.4
572;costa;5/4/2020;0:00;0;26.3;0.00;84;31.0;225.3;3;1006.8
573;oriente;5/4/2020;0:00;0;21.0;0.80;91;23.8;7.3;51;1014.5
574;sierra;5/4/2020;12:00;1;13.0;0.50;86;12.4;155.8;51;1020.1
575;costa;5/4/2020;12:00;1;24.3;0.30;94;29.3;1.2;51;1010.4
576;oriente;5/4/2020;12:00;1;26.4;3.30;71;30.5;172.0;53;1014.5
577;sierra;6/4/2020;0:00;0;10.4;0.00;77;9.0;1.7;3;1021.2
578;costa;6/4/2020;0:00;0;27.2;6.90;87;33.2;240.5;55;1008.5
579;oriente;6/4/2020;0:00;0;19.6;0.80;98;22.2;1.3;51;1016.0
580;sierra;6/4/2020;12:00;1;12.8;0.10;80;11.8;97.5;51;1021.8
581;costa;6/4/2020;12:00;1;23.9;0.00;95;28.9;2.0;1;1011.0
582;oriente;6/4/2020;12:00;1;26.1;2.70;71;29.3;182.0;51;1015.5
583;sierra;7/4/2020;0:00;0;9.5;3.70;97;9.0;1.5;53;1022.4
584;costa;7/4/2020;0:00;0;26.5;3.90;93;32.8;159.7;53;1009.2
585;oriente;7/4/2020;0:00;0;20.0;2.90;99;23.0;5.5;51;1016.3
586;sierra;7/4/2020;12:00;1;11.0;8.80;100;10.5;13.0;61;1023.8
587;costa;7/4/2020;12:00;1;23.7;0.00;97;28.6;1.3;3;1010.4
588;oriente;7/4/2020;12:00;1;24.4;2.00;78;27.9;13.7;51;1017.9
589;sierra;8/4/2020;0:00;0;9.3;0.50;96;8.9;1.8;51;1023.1
590;costa;8/4/2020;0:00;0;25.8;3.90;89;30.7;136.3;53;1009.8
591;oriente;8/4/2020;0:00;0;20.1;0.30;95;22.9;1.3;51;1016.1
592;sierra;8/4/2020;12:00;1;12.3;0.30;85;11.5;133.2;51;1022.1
593;costa;8/4/2020;12:00;1;23.0;0.00;95;27.2;1.8;3;1010.8
594;oriente;8/4/2020;12:00;1;25.8;0.90;73;29.5;158.8;51;1015.6
595;sierra;9/4/2020;0:00;0;9.6;12.70;97;8.8;1.2;61;1022.0
596;costa;9/4/2020;0:00;0;27.0;0.00;75;31.3;260.2;3;1008.5
597;oriente;9/4/2020;0:00;0;20.8;2.30;99;24.5;1.8;51;1016.7
598;sierra;9/4/2020;12:00;1;10.7;24.30;94;9.7;1.0;63;1022.3
599;costa;9/4/2020;12:00;1;23.4;0.00;89;27.6;1.0;3;1009.5
600;oriente;9/4/2020;12:00;1;23.3;2.30;90;27.5;9.7;51;1017.0
601;sierra;10/4/2020;0:00;0;10.6;0.00;79;9.7;3.5;3;1020.1
602;costa;10/4/2020;0:00;0;27.4;0.00;79;32.1;217.5;3;1007.8
603;oriente;10/4/2020;0:00;0;19.3;0.00;92;21.5;5.2;3;1014.3
604;sierra;10/4/2020;12:00;1;12.2;2.90;88;11.4;71.2;51;1021.2
605;costa;10/4/2020;12:00;1;24.0;0.00;88;28.6;1.2;3;1010.3
606;oriente;10/4/2020;12:00;1;27.2;0.10;58;29.4;206.2;51;1014.6
607;sierra;11/4/2020;0:00;0;10.1;2.70;99;10.0;0.0;51;1021.0
608;costa;11/4/2020;0:00;0;27.5;1.90;76;32.1;152.5;51;1008.7
609;oriente;11/4/2020;0:00;0;21.1;0.00;89;23.8;1.7;3;1015.8
610;sierra;11/4/2020;12:00;1;11.7;4.60;100;11.0;15.7;53;1021.7
611;costa;11/4/2020;12:00;1;23.9;2.80;95;28.9;0.2;51;1011.7
612;oriente;11/4/2020;12:00;1;26.2;3.30;71;29.7;197.5;53;1015.9
613;sierra;12/4/2020;0:00;0;9.7;0.50;99;9.4;2.8;51;1021.9
614;costa;12/4/2020;0:00;0;25.7;0.30;94;31.4;76.7;51;1010.0
615;oriente;12/4/2020;0:00;0;20.1;1.10;96;23.1;2.5;51;1016.0
616;sierra;12/4/2020;12:00;1;12.9;2.50;100;12.6;82.5;51;1022.4
617;costa;12/4/2020;12:00;1;24.0;0.10;95;28.9;0.7;51;1012.2
618;oriente;12/4/2020;12:00;1;22.7;2.20;88;26.3;15.3;51;1018.2
619;sierra;13/4/2020;0:00;0;9.1;0.70;95;8.1;1.8;51;1023.3
620;costa;13/4/2020;0:00;0;26.3;2.90;95;32.9;86.5;51;1011.7
621;oriente;13/4/2020;0:00;0;19.3;1.90;91;21.5;2.7;51;1016.4
622;sierra;13/4/2020;12:00;1;12.7;0.30;77;11.5;125.7;51;1022.0
623;costa;13/4/2020;12:00;1;23.3;0.70;91;27.8;0.3;51;1014.9
624;oriente;13/4/2020;12:00;1;27.5;0.00;56;29.9;238.0;2;1015.9
625;sierra;14/4/2020;0:00;0;10.9;2.80;81;10.2;2.8;51;1020.6
