id;velocidad_viento_10m;presion_superficie;temp_suelo_7cm;humedad_suelo_7cm;temp_suelo_250cm
2884;7.3;717.3;15.1;0.397;10.7
2885;4.8;1011.5;25.5;0.508;26.7
2886;1.6;894.3;24.2;0.399;21.6
2887;2.6;714.7;9.8;0.412;10.7
2888;6.5;1008.8;28.2;0.474;26.7
2889;3.0;892.6;21.0;0.430;21.6
2890;5.8;716.0;12.7;0.409;10.7
2891;1.5;1011.6;25.4;0.463;26.7
2892;1.4;893.3;24.2;0.411;21.6
2893;2.3;714.4;10.2;0.431;10.7
2894;7.2;1008.8;28.7;0.444;26.7
2895;3.4;891.6;21.1;0.423;21.6
2896;10.3;716.4;13.4;0.437;10.8
2897;5.1;1011.1;25.4;0.447;26.7
2898;4.0;893.5;22.6;0.423;21.6
2899;1.1;714.1;9.3;0.437;10.8
2900;5.4;1010.9;27.1;0.508;26.7
2901;3.3;893.5;20.5;0.430;21.6
2902;4.1;716.5;14.1;0.414;10.8
2903;0.7;1013.1;24.1;0.514;26.7
2904;4.1;894.5;23.2;0.409;21.6
2905;1.0;714.5;8.9;0.417;10.8
2906;6.2;1010.6;27.6;0.482;26.7
2907;1.8;892.6;20.6;0.400;21.6
2908;9.0;717.1;13.0;0.433;10.8
2909;4.3;1012.5;25.2;0.481;26.7
2910;1.1;895.1;23.1;0.410;21.6
2911;2.8;715.2;9.6;0.426;10.8
2912;3.1;1011.2;27.8;0.470;26.7
2913;2.4;894.8;20.7;0.421;21.6
2914;3.7;716.0;10.4;0.431;10.8
2915;3.3;1013.2;25.0;0.492;26.7
2916;3.1;895.7;20.9;0.428;21.6
2917;0.4;714.7;8.8;0.429;10.8
2918;9.2;1011.8;26.9;0.479;26.7
2919;1.9;893.3;19.1;0.414;21.6
2920;10.3;718.0;13.5;0.417;10.8
2921;8.7;1014.0;25.4;0.469;26.7
2922;9.4;895.5;23.0;0.403;21.6
2923;4.0;713.8;7.0;0.413;10.7
2924;6.2;1012.5;27.6;0.457;26.7
2925;2.3;892.2;20.0;0.391;21.6
2926;6.7;717.7;14.5;0.400;10.7
2927;4.7;1012.9;25.2;0.460;26.7
2928;3.0;895.5;21.8;0.404;21.6
2929;2.2;714.6;9.3;0.418;10.7
2930;13.0;1012.4;28.1;0.443;26.7
2931;1.8;894.1;19.9;0.423;21.6
2932;1.9;716.5;10.4;0.425;10.7
2933;3.2;1015.3;24.1;0.486;26.7
2934;2.9;896.2;20.9;0.426;21.6
2935;2.7;715.3;7.9;0.411;10.7
2936;6.1;1012.9;27.5;0.475;26.7
2937;3.3;894.8;19.9;0.415;21.6
2938;6.2;718.0;14.6;0.400;10.7
2939;3.0;1013.6;24.1;0.468;26.7
2940;2.0;896.3;20.6;0.423;21.6
2941;2.3;714.8;8.3;0.415;10.7
2942;8.8;1011.3;28.6;0.450;26.7
2943;0.8;894.2;20.2;0.411;21.6
2944;10.0;718.3;13.6;0.421;10.7
2945;1.8;1014.4;25.3;0.450;26.7
2946;0.4;896.4;21.9;0.422;21.6
2947;2.6;715.2;7.9;0.418;10.7
2948;5.9;1012.0;28.0;0.446;26.7
2949;1.1;894.0;20.0;0.419;21.6
2950;6.1;717.9;14.8;0.404;10.7
2951;3.3;1013.6;25.1;0.452;26.7
2952;3.6;895.5;23.5;0.412;21.6
2953;1.8;715.5;8.9;0.418;10.7
2954;8.7;1012.4;27.0;0.445;26.7
2955;1.5;893.3;20.6;0.399;21.6
2956;7.5;717.9;13.3;0.428;10.7
2957;0.8;1013.5;25.0;0.442;26.7
2958;5.2;895.2;23.7;0.392;21.6
2959;2.5;715.4;8.2;0.414;10.7
2960;9.8;1011.6;27.7;0.425;26.7
2961;1.8;893.3;20.8;0.380;21.6
2962;6.2;717.0;12.3;0.407;10.7
2963;3.7;1012.7;24.5;0.424;26.7
2964;6.4;895.3;23.6;0.377;21.6
2965;5.9;714.9;9.3;0.435;10.7
2966;9.2;1010.4;28.6;0.411;26.7
2967;3.3;894.4;20.8;0.398;21.6
2968;4.9;715.6;9.5;0.437;10.7
2969;4.2;1011.0;24.5;0.410;26.7
2970;6.3;895.0;21.5;0.430;21.6
2971;5.8;714.9;9.0;0.438;10.7
2972;10.8;1009.5;28.3;0.400;26.7
2973;4.2;893.8;20.9;0.412;21.6
2974;4.5;716.2;9.9;0.430;10.7
2975;5.6;1010.7;25.1;0.401;26.7
2976;4.6;895.4;20.7;0.428;21.6
2977;4.1;714.3;8.9;0.420;10.7
2978;8.2;1009.9;27.7;0.394;26.7
2979;4.2;893.4;20.2;0.415;21.6
2980;4.7;714.8;10.2;0.416;10.7
2981;6.1;1011.4;23.2;0.429;26.6
2982;7.8;894.9;23.3;0.407;21.7
2983;1.6;714.2;8.3;0.401;10.7
2984;5.4;1009.5;28.1;0.414;26.6
2985;5.2;893.3;20.9;0.400;21.7
2986;4.7;715.5;9.8;0.424;10.7
2987;4.0;1011.1;24.3;0.415;26.6
2988;6.5;895.2;23.0;0.404;21.7
2989;1.3;714.7;9.7;0.406;10.7
2990;7.3;1008.8;29.1;0.399;26.6
2991;5.4;893.0;21.1;0.393;21.7
2992;6.2;717.7;13.9;0.409;10.7
2993;2.2;1011.4;25.1;0.399;26.6
2994;6.5;895.0;23.3;0.413;21.7
2995;2.7;714.8;9.8;0.424;10.6
2996;11.2;1009.9;27.6;0.390;26.6
2997;6.4;893.1;21.4;0.403;21.7
2998;5.1;716.9;12.9;0.419;10.6
2999;4.1;1011.1;24.2;0.392;26.6
3000;2.8;894.4;24.1;0.408;21.7
3001;2.7;714.8;9.6;0.417;10.6
3002;11.3;1010.1;27.7;0.383;26.6
3003;3.4;893.1;21.7;0.430;21.7
3004;4.4;715.4;10.5;0.435;10.6
3005;6.0;1012.2;24.4;0.420;26.6
3006;3.6;893.9;24.7;0.419;21.7
3007;4.8;714.5;9.8;0.437;10.6
3008;8.5;1009.0;27.8;0.405;26.6
3009;4.4;893.1;20.8;0.430;21.7
3010;5.5;715.9;10.9;0.433;10.6
3011;5.4;1012.9;24.5;0.406;26.6
3012;4.3;894.7;24.6;0.422;21.7
3013;1.1;715.0;8.5;0.410;10.6
3014;9.0;1012.0;26.9;0.399;26.6
3015;4.0;893.4;21.7;0.407;21.7
3016;8.2;717.4;12.0;0.417;10.6
3017;4.9;1012.7;23.9;0.406;26.6
3018;3.4;895.5;22.3;0.417;21.7
3019;6.9;715.5;9.7;0.439;10.6
3020;5.9;1011.5;27.6;0.398;26.6
3021;3.3;895.0;20.4;0.430;21.7
3022;1.3;717.0;9.9;0.433;10.6
3023;7.0;1014.3;22.9;0.450;26.6
3024;4.6;896.5;21.2;0.425;21.7
3025;1.9;715.3;7.8;0.414;10.6
3026;8.0;1011.3;27.0;0.446;26.6
3027;4.2;892.8;20.0;0.405;21.7
3028;4.4;717.7;14.7;0.397;10.6
3029;2.3;1011.1;23.5;0.437;26.5
3030;10.3;895.3;23.2;0.395;21.7
3031;2.6;713.8;10.0;0.414;10.6
3032;13.0;1009.7;27.4;0.424;26.5
3033;5.4;891.7;20.7;0.384;21.7
3034;5.5;716.9;14.2;0.410;10.6
3035;3.0;1011.0;24.3;0.420;26.5
3036;8.3;894.5;23.8;0.385;21.7
3037;2.8;714.1;8.5;0.412;10.6
3038;8.2;1009.3;27.6;0.407;26.5
3039;5.0;891.5;21.5;0.370;21.7
3040;7.4;717.4;15.2;0.406;10.6
3041;2.5;1011.2;24.2;0.405;26.5
3042;4.2;894.1;24.4;0.379;21.7
3043;4.6;714.2;10.5;0.399;10.6
3044;9.2;1010.1;27.7;0.392;26.5
3045;5.1;891.8;21.1;0.426;21.7
3046;6.1;717.3;14.6;0.406;10.6
3047;3.8;1012.2;23.8;0.418;26.5
3048;1.0;894.2;24.2;0.414;21.7
3049;3.9;714.9;10.5;0.413;10.6
3050;8.8;1010.1;28.0;0.402;26.5
3051;4.3;892.2;21.2;0.430;21.7
3052;9.9;717.1;12.5;0.435;10.6
3053;6.3;1012.5;24.7;0.400;26.5
3054;1.8;894.7;22.8;0.428;21.7
3055;3.7;714.3;9.9;0.419;10.6
3056;7.2;1009.5;28.2;0.388;26.5
3057;6.1;893.2;21.0;0.429;21.7
3058;5.6;717.1;11.9;0.433;10.6
3059;1.1;1012.0;25.0;0.391;26.5
3060;5.2;894.6;23.7;0.426;21.7
3061;2.5;715.1;9.1;0.416;10.6
3062;7.6;1010.4;27.6;0.386;26.5
3063;4.2;893.4;21.0;0.430;21.7
3064;5.6;716.1;10.3;0.437;10.6
3065;4.2;1012.7;23.8;0.419;26.5
3066;4.1;895.4;24.1;0.420;21.7
3067;2.3;715.5;9.3;0.419;10.6
3068;8.1;1011.4;27.4;0.407;26.5
3069;3.6;894.6;21.5;0.430;21.7
3070;2.1;717.8;11.5;0.419;10.6
3071;5.8;1013.3;24.4;0.406;26.5
3072;4.1;896.3;21.8;0.426;21.7
3073;1.1;716.2;8.4;0.406;10.6
3074;10.5;1011.5;27.9;0.395;26.5
3075;6.0;893.4;19.8;0.417;21.7
3076;3.8;718.4;13.1;0.405;10.6
3077;5.2;1013.7;24.5;0.394;26.5
3078;7.3;896.3;23.6;0.408;21.7
3079;2.3;715.0;8.1;0.410;10.6
3080;8.1;1012.6;27.3;0.385;26.5
3081;3.3;892.3;20.3;0.396;21.7
3082;6.5;717.6;14.7;0.395;10.6
3083;4.7;1014.4;24.0;0.385;26.5
3084;2.3;895.0;22.8;0.389;21.7
3085;0.8;714.0;9.4;0.385;10.7
3086;7.3;1011.4;28.2;0.376;26.5
3087;2.2;892.4;21.1;0.380;21.7
3088;6.5;716.8;15.5;0.373;10.7
3089;3.8;1012.5;24.3;0.378;26.5
3090;3.1;894.2;23.0;0.396;21.7
3091;2.6;714.1;11.1;0.385;10.7
3092;8.2;1011.8;27.2;0.371;26.5
3093;1.8;893.8;21.0;0.409;21.7
3094;7.2;716.8;11.8;0.428;10.7
3095;4.2;1013.2;23.6;0.371;26.5
3096;0.7;894.9;21.4;0.429;21.7
3097;1.1;715.3;9.7;0.421;10.7
3098;10.8;1011.6;26.9;0.366;26.5
3099;3.6;893.3;20.3;0.430;21.7
3100;5.8;718.1;13.9;0.404;10.7
3101;6.4;1013.7;24.3;0.370;26.5
3102;1.8;895.7;23.0;0.425;21.7
3103;4.3;715.2;8.4;0.420;10.7
3104;9.0;1012.0;27.7;0.366;26.5
3105;3.4;893.1;20.3;0.415;21.7
3106;6.4;717.4;15.0;0.402;10.7
3107;5.9;1011.7;23.9;0.368;26.5
3108;4.7;894.3;24.4;0.411;21.7
3109;1.1;711.6;9.0;0.415;10.7
3110;10.5;1010.8;28.1;0.358;26.5
3111;4.7;891.1;20.7;0.404;21.7
3112;5.2;716.4;14.7;0.401;10.7
3113;3.5;1010.9;24.5;0.357;26.4
3114;3.9;893.8;23.8;0.401;21.7
3115;3.1;714.4;9.9;0.399;10.7
3116;13.4;1009.9;28.7;0.348;26.4
3117;3.6;891.4;21.1;0.394;21.7
3118;5.0;716.9;14.2;0.404;10.7
3119;5.4;1011.5;24.9;0.347;26.4
3120;4.0;894.4;23.7;0.395;21.7
3121;3.3;714.9;8.6;0.415;10.7
3122;12.7;1010.6;28.4;0.344;26.4
3123;5.1;893.1;21.4;0.386;21.7
3124;4.7;717.4;13.9;0.412;10.7
3125;4.0;1011.1;23.8;0.344;26.4
3126;0.8;895.2;21.9;0.421;21.7
3127;2.6;715.1;8.7;0.417;10.7
3128;11.9;1010.2;28.6;0.339;26.4
3129;4.9;892.7;20.2;0.416;21.7
3130;6.6;717.4;14.6;0.410;10.7
3131;7.8;1011.9;25.0;0.339;26.4
3132;5.7;894.7;24.0;0.411;21.7
3133;1.6;714.1;8.5;0.412;10.7
3134;11.9;1010.3;28.7;0.331;26.4
3135;5.2;891.9;21.1;0.396;21.7
3136;5.1;715.7;11.4;0.419;10.7
3137;8.0;1012.3;24.9;0.335;26.4
3138;3.1;894.0;22.8;0.404;21.7
3139;3.3;714.3;9.8;0.425;10.7
3140;11.3;1011.7;27.3;0.331;26.4
3141;3.7;892.5;21.0;0.415;21.7
3142;5.2;715.1;10.2;0.437;10.7
3143;6.6;1013.3;23.5;0.349;26.4
3144;3.5;894.4;21.6;0.423;21.7
3145;3.1;714.8;9.2;0.434;10.7
3146;4.2;1012.2;27.1;0.347;26.4
3147;5.2;892.5;19.7;0.425;21.7
3148;5.4;717.3;12.7;0.411;10.7
3149;2.4;1013.8;23.2;0.376;26.4
3150;3.1;895.5;20.4;0.430;21.7
3151;3.4;715.3;8.4;0.413;10.7
3152;5.1;1012.5;28.0;0.368;26.4
3153;3.3;894.2;19.8;0.419;21.7
3154;5.1;718.0;14.7;0.405;10.7
3155;6.5;1014.6;23.9;0.368;26.4
3156;3.1;896.4;21.7;0.425;21.7
3157;0.0;715.3;8.4;0.402;10.7
3158;8.7;1012.9;27.9;0.356;26.4
3159;2.6;894.4;20.6;0.410;21.7
3160;6.5;718.1;15.0;0.389;10.7
3161;5.1;1013.5;24.4;0.355;26.4
3162;2.9;896.4;21.9;0.426;21.7
3163;2.6;713.3;10.2;0.388;10.7
3164;13.5;1010.9;29.4;0.340;26.4
3165;2.6;892.6;20.2;0.417;21.7
3166;5.4;716.3;12.0;0.405;10.7
3167;4.0;1012.4;24.4;0.344;26.4
3168;2.5;895.1;22.7;0.416;21.7
3169;2.3;715.1;8.3;0.414;10.7
3170;8.8;1010.8;28.8;0.335;26.4
3171;3.1;892.9;20.5;0.403;21.7
3172;6.6;717.0;14.1;0.405;10.7
3173;6.4;1012.1;24.2;0.334;26.4
3174;5.0;894.4;23.8;0.405;21.7
3175;4.7;714.9;10.0;0.439;10.7
3176;14.8;1011.0;29.4;0.329;26.4
3177;3.7;893.8;21.2;0.389;21.7
3178;5.6;715.5;9.9;0.439;10.7
3179;6.5;1013.4;23.9;0.330;26.4
3180;4.1;895.5;20.9;0.426;21.7
3181;3.1;714.1;8.7;0.414;10.7
3182;3.6;1010.5;28.6;0.321;26.4
3183;2.9;893.9;20.5;0.407;21.7
3184;6.4;717.1;13.7;0.403;10.7
3185;5.4;1014.7;24.0;0.341;26.4
3186;3.3;895.8;20.9;0.425;21.7
3187;1.8;714.8;8.5;0.415;10.7
3188;9.9;1013.7;27.5;0.337;26.4
3189;4.2;894.7;20.3;0.430;21.7
3190;8.0;717.6;12.2;0.422;10.7
3191;3.1;1015.5;24.3;0.341;26.4
3192;2.7;896.5;21.4;0.424;21.7
3193;1.9;714.7;7.6;0.413;10.7
3194;4.5;1012.1;27.8;0.331;26.4
3195;0.8;894.3;20.1;0.423;21.7
3196;5.2;716.2;11.4;0.407;10.7
3197;2.2;1012.2;24.8;0.350;26.4
3198;2.7;895.8;20.6;0.428;21.7
3199;1.3;714.4;8.5;0.416;10.7
3200;7.4;1010.6;29.0;0.342;26.4
3201;4.2;892.0;19.2;0.412;21.7
3202;5.5;716.6;12.5;0.411;10.7
3203;7.1;1012.1;24.5;0.341;26.4
3204;8.8;895.0;22.4;0.419;21.7
3205;1.3;714.6;8.3;0.416;10.7
3206;8.9;1010.7;27.8;0.337;26.4
3207;5.7;893.3;19.7;0.388;21.7
3208;1.5;716.0;10.4;0.419;10.7
3209;3.4;1012.9;24.0;0.337;26.4
3210;6.8;895.9;22.2;0.402;21.6
3211;2.2;714.6;8.8;0.439;10.7
3212;9.4;1011.3;28.4;0.330;26.4
3213;5.9;894.3;20.5;0.384;21.6
3214;6.6;716.0;10.1;0.436;10.7
3215;5.6;1014.0;24.7;0.333;26.4
3216;5.1;896.2;22.0;0.426;21.6
3217;1.8;715.4;8.8;0.416;10.7
3218;5.8;1012.6;28.1;0.328;26.4
3219;5.0;894.8;20.3;0.430;21.6
3220;5.4;715.9;9.3;0.436;10.6
3221;4.3;1014.4;23.7;0.328;26.4
3222;0.8;896.1;21.3;0.427;21.6
3223;0.7;716.0;8.1;0.425;10.6
3224;9.4;1012.4;28.6;0.324;26.4
3225;3.6;895.2;20.1;0.430;21.6
3226;4.7;717.0;9.4;0.439;10.6
3227;3.9;1014.1;24.6;0.328;26.4
3228;6.9;897.2;22.4;0.422;21.6
3229;2.3;715.3;7.3;0.413;10.6
3230;6.2;1012.2;28.9;0.322;26.4
3231;4.1;893.6;20.0;0.412;21.6
3232;5.4;717.9;12.4;0.405;10.6
3233;6.5;1014.8;24.3;0.322;26.4
3234;5.9;896.9;23.1;0.403;21.6
3235;1.3;715.7;7.9;0.407;10.6
3236;10.2;1012.9;28.2;0.320;26.4
3237;3.1;894.2;20.2;0.392;21.6
3238;6.3;718.1;13.6;0.403;10.6
3239;5.8;1013.8;24.1;0.319;26.4
3240;3.6;896.5;22.9;0.396;21.6
3241;4.0;714.7;8.8;0.429;10.6
3242;11.9;1012.0;29.4;0.314;26.4
3243;4.5;894.6;20.4;0.385;21.6
3244;5.0;717.5;14.1;0.398;10.6
3245;6.6;1014.0;24.9;0.319;26.4
3246;4.7;895.3;23.5;0.387;21.6
3247;1.3;714.0;9.2;0.396;10.6
3248;9.4;1012.5;27.6;0.315;26.4
3249;4.3;892.1;20.5;0.377;21.6
3250;5.8;717.0;13.8;0.393;10.6
3251;3.5;1013.6;24.7;0.315;26.4
3252;4.8;895.3;23.3;0.376;21.6
3253;4.3;713.9;9.5;0.393;10.6
3254;10.9;1010.5;29.6;0.313;26.4
3255;4.8;892.1;20.1;0.372;21.6
3256;6.1;716.4;13.3;0.389;10.6
3257;5.1;1013.3;24.7;0.312;26.4
3258;2.6;894.7;23.1;0.371;21.6
3259;3.2;714.0;8.0;0.407;10.6
3260;10.1;1011.4;27.8;0.308;26.4
3261;2.2;892.8;20.9;0.357;21.6
3262;7.2;716.4;13.9;0.392;10.6
3263;4.7;1013.1;24.2;0.308;26.4
3264;2.3;895.0;23.0;0.368;21.6
3265;3.6;714.6;7.5;0.409;10.5
3266;12.0;1009.7;29.0;0.303;26.4
3267;2.5;893.5;19.9;0.397;21.6
3268;6.5;717.3;12.6;0.395;10.5
3269;7.6;1013.8;24.9;0.302;26.4
3270;1.5;896.5;21.5;0.419;21.6
3271;4.2;715.8;8.4;0.407;10.5
3272;11.2;1010.6;29.3;0.298;26.4
3273;4.4;893.8;20.3;0.395;21.6
3274;4.7;717.7;14.2;0.400;10.5
3275;3.6;1013.6;24.8;0.298;26.4
3276;7.5;896.5;23.2;0.390;21.6
3277;11.0;715.0;9.3;0.439;10.5
3278;10.8;1011.4;29.3;0.293;26.4
3279;5.2;895.2;20.4;0.377;21.6
3280;6.8;715.0;9.1;0.435;10.5
3281;5.9;1012.3;24.7;0.293;26.4
3282;5.5;894.9;20.5;0.421;21.6
3283;4.0;714.4;7.1;0.437;10.5
3284;8.5;1011.9;29.0;0.295;26.4
3285;4.7;895.6;19.3;0.406;21.6
3286;5.2;716.6;10.2;0.426;10.5
3287;4.5;1013.8;24.6;0.294;26.4
3288;8.7;896.8;22.0;0.394;21.6
3289;1.9;714.4;6.7;0.419;10.5
3290;4.4;1011.3;29.8;0.288;26.4
3291;4.8;895.3;19.0;0.385;21.6
3292;5.6;717.6;12.6;0.403;10.5
3293;7.2;1014.2;24.5;0.293;26.4
3294;4.8;896.9;21.4;0.380;21.6
3295;4.1;715.2;8.6;0.431;10.5
3296;10.9;1012.7;28.2;0.292;26.4
3297;4.6;895.5;19.7;0.363;21.6
3298;7.2;718.5;13.6;0.409;10.5
3299;7.1;1015.1;24.2;0.292;26.4
3300;10.2;897.8;22.2;0.365;21.6
3301;0.4;715.1;8.2;0.404;10.5
3302;9.3;1013.5;28.6;0.288;26.4
3303;5.6;895.2;18.7;0.351;21.6
3304;5.8;718.3;13.4;0.398;10.5
3305;6.0;1014.8;24.6;0.288;26.4
3306;10.0;897.2;22.2;0.356;21.5
3307;0.4;715.1;7.9;0.384;10.5
3308;7.9;1013.2;27.6;0.286;26.4
3309;5.2;895.3;19.3;0.351;21.5
3310;3.4;717.7;13.0;0.372;10.5
3311;5.4;1014.8;23.4;0.287;26.4
3312;7.3;897.4;22.5;0.345;21.5
3313;1.1;715.5;8.6;0.366;10.5
3314;11.3;1012.8;28.8;0.291;26.4
3315;5.5;894.9;19.4;0.338;21.5
3316;2.2;717.2;12.2;0.388;10.5
3317;5.0;1013.6;24.0;0.291;26.4
3318;9.0;897.1;22.5;0.335;21.5
3319;2.6;714.3;7.6;0.398;10.5
3320;12.1;1010.1;29.2;0.287;26.4
3321;6.0;893.5;19.8;0.325;21.5
3322;6.2;716.2;11.6;0.391;10.4
3323;8.8;1012.0;24.7;0.294;26.4
3324;8.8;894.9;22.0;0.327;21.5
3325;1.3;713.9;7.7;0.405;10.4
3326;12.6;1009.5;28.4;0.293;26.4
3327;4.8;892.6;20.7;0.318;21.5
3328;5.1;716.0;11.6;0.405;10.4
3329;6.0;1011.2;23.8;0.294;26.4
3330;6.6;894.8;22.4;0.356;21.5
3331;1.9;714.3;8.4;0.414;10.4
3332;12.8;1010.7;28.5;0.296;26.4
3333;4.7;892.9;20.2;0.338;21.5
3334;3.0;715.8;9.7;0.424;10.4
3335;6.2;1012.3;23.9;0.304;26.4
3336;5.2;894.9;22.7;0.343;21.5
3337;2.5;714.5;8.7;0.421;10.4
3338;8.0;1012.1;27.5;0.308;26.4
3339;4.7;893.6;20.0;0.354;21.5
3340;3.6;714.9;9.3;0.438;10.4
3341;8.4;1012.3;24.2;0.309;26.4
3342;4.2;895.1;21.9;0.358;21.5
3343;3.2;713.8;8.8;0.418;10.4
3344;9.6;1010.4;28.1;0.307;26.4
3345;4.7;893.0;20.0;0.339;21.5
3346;5.1;715.2;9.7;0.435;10.4
3347;2.6;1013.2;24.6;0.308;26.4
3348;2.3;894.9;22.5;0.388;21.5
3349;4.2;713.6;8.3;0.419;10.4
3350;11.3;1010.3;28.1;0.305;26.4
3351;6.5;893.5;20.1;0.400;21.5
3352;4.0;715.7;9.8;0.415;10.4
3353;5.0;1013.0;24.3;0.309;26.4
3354;2.5;895.5;20.3;0.429;21.5
3355;2.6;715.1;8.8;0.422;10.4
3356;11.9;1011.1;27.9;0.306;26.4
3357;6.1;894.4;19.9;0.399;21.5
3358;5.4;716.6;10.8;0.414;10.4
3359;4.7;1013.0;24.6;0.306;26.4
3360;0.5;896.2;21.5;0.413;21.5
3361;3.1;714.9;6.6;0.412;10.4
3362;5.8;1010.5;29.8;0.305;26.4
3363;4.0;894.5;19.6;0.427;21.5
3364;5.2;717.9;13.1;0.401;10.4
3365;4.1;1013.0;24.6;0.305;26.4
3366;2.8;896.3;22.2;0.419;21.5
3367;1.6;715.2;7.6;0.418;10.4
3368;11.4;1011.5;28.3;0.305;26.4
3369;4.8;893.7;19.6;0.417;21.5
3370;5.8;717.7;14.0;0.401;10.4
3371;4.8;1014.0;24.1;0.306;26.4
3372;6.2;895.6;23.3;0.400;21.4
3373;3.2;714.6;8.5;0.414;10.4
3374;13.0;1009.9;29.1;0.307;26.4
3375;5.4;892.6;20.5;0.385;21.4
3376;5.8;716.5;13.4;0.403;10.4
3377;9.0;1013.2;24.7;0.308;26.4
3378;4.9;895.1;23.1;0.382;21.4
3379;3.4;714.9;8.7;0.411;10.4
3380;10.3;1012.2;27.7;0.307;26.4
3381;5.5;892.6;20.6;0.382;21.4
3382;8.2;715.2;10.5;0.439;10.3
3383;3.8;1012.4;23.9;0.313;26.4
3384;3.2;895.0;23.6;0.392;21.4
3385;1.8;715.1;8.4;0.419;10.3
3386;9.4;1011.5;27.6;0.311;26.4
3387;5.8;894.1;20.4;0.412;21.4
3388;8.1;715.7;9.3;0.436;10.3
3389;1.1;1012.9;23.1;0.338;26.4
3390;3.9;895.7;21.4;0.424;21.4
3391;7.6;714.9;8.3;0.435;10.3
3392;10.1;1010.2;28.5;0.342;26.4
3393;4.7;894.9;19.4;0.429;21.4
3394;10.8;716.1;9.1;0.434;10.3
3395;2.6;1011.2;24.4;0.342;26.4
3396;5.0;897.3;22.4;0.420;21.4
3397;7.9;714.4;8.3;0.428;10.3
3398;11.2;1009.2;28.3;0.333;26.4
3399;5.6;894.9;20.0;0.412;21.4
3400;7.3;714.9;8.7;0.438;10.3
3401;8.7;1010.5;24.4;0.334;26.4
3402;7.1;895.5;23.0;0.408;21.4
3403;2.2;714.3;7.8;0.415;10.3
3404;10.5;1009.6;27.3;0.329;26.4
3405;5.4;893.6;20.6;0.386;21.4
3406;4.1;716.2;9.0;0.427;10.3
3407;3.7;1011.3;24.9;0.328;26.4
3408;10.9;895.7;22.6;0.410;21.4
3409;3.4;715.7;8.2;0.427;10.3
3410;11.5;1010.1;28.8;0.320;26.4
3411;4.0;895.8;20.6;0.405;21.4
3412;7.1;716.3;8.3;0.438;10.3
3413;2.9;1012.4;24.3;0.323;26.4
3414;10.4;896.9;22.4;0.403;21.4
3415;6.4;715.5;8.0;0.418;10.3
3416;13.9;1011.1;29.4;0.315;26.4
3417;4.7;896.2;20.0;0.400;21.4
3418;5.2;716.8;8.9;0.419;10.3
3419;2.3;1013.2;24.0;0.315;26.4
3420;10.1;896.9;22.5;0.399;21.4
3421;1.6;715.5;8.8;0.412;10.3
3422;9.0;1012.0;28.7;0.312;26.4
3423;5.2;894.7;20.4;0.391;21.4
3424;8.2;718.1;13.5;0.403;10.3
3425;6.2;1014.6;25.2;0.312;26.4
3426;4.5;896.1;21.7;0.387;21.4
3427;1.5;715.3;9.6;0.388;10.2
3428;10.1;1014.2;28.2;0.310;26.4
3429;3.5;894.3;20.0;0.385;21.4
3430;1.5;716.2;9.7;0.410;10.2
3431;6.6;1015.0;24.5;0.316;26.4
3432;3.9;895.9;21.4;0.382;21.4
3433;0.7;714.9;8.9;0.399;10.2
3434;9.7;1012.1;28.4;0.312;26.4
3435;3.1;893.9;20.3;0.374;21.4
3436;5.3;717.0;12.8;0.393;10.2
3437;6.1;1014.3;24.6;0.315;26.4
3438;4.2;896.0;22.5;0.379;21.4
3439;0.4;715.1;8.0;0.411;10.2
3440;9.5;1011.8;28.0;0.315;26.4
3441;5.6;894.9;20.6;0.375;21.4
3442;2.3;717.1;10.5;0.406;10.2
3443;4.1;1014.3;24.5;0.318;26.4
3444;3.2;896.4;22.0;0.408;21.4
3445;2.1;715.5;7.6;0.413;10.2
3446;9.4;1011.1;29.3;0.311;26.4
3447;3.1;894.0;19.6;0.395;21.4
3448;6.5;717.7;13.5;0.397;10.2
3449;3.3;1011.8;24.7;0.312;26.4
3450;5.6;896.0;23.1;0.384;21.4
3451;2.3;714.8;8.0;0.414;10.2
3452;9.6;1008.3;29.5;0.312;26.4
3453;6.2;893.9;20.5;0.380;21.4
3454;5.7;717.4;12.7;0.400;10.2
3455;6.5;1012.0;24.4;0.314;26.4
3456;8.6;895.8;23.1;0.371;21.4
3457;4.6;715.3;9.4;0.426;10.2
3458;8.6;1010.9;27.3;0.314;26.4
3459;5.9;894.7;20.5;0.357;21.4
3460;4.3;717.2;11.8;0.422;10.2
3461;4.1;1012.2;23.8;0.318;26.4
3462;4.0;897.2;21.8;0.363;21.4
3463;2.0;715.7;8.7;0.433;10.2
3464;11.6;1010.8;28.4;0.314;26.4
3465;5.5;895.8;19.2;0.375;21.4
3466;6.8;717.6;12.4;0.411;10.2
3467;6.8;1013.2;24.2;0.314;26.4
3468;8.6;896.5;22.6;0.366;21.4
3469;2.2;715.8;9.1;0.418;10.2
3470;12.6;1011.7;27.8;0.313;26.4
3471;5.1;896.2;20.7;0.355;21.4
3472;7.8;719.0;11.4;0.425;10.2
3473;4.2;1013.8;25.5;0.312;26.4
3474;11.5;898.4;22.7;0.351;21.4
3475;4.8;716.4;8.3;0.431;10.2
3476;10.5;1012.0;29.1;0.305;26.4
3477;5.2;896.8;20.2;0.339;21.4
3478;5.2;716.8;7.8;0.438;10.2
3479;5.6;1014.3;24.2;0.305;26.4
3480;9.4;898.5;21.6;0.346;21.4
