id;velocidad_viento_10m;presion_superficie;temp_suelo_7cm;humedad_suelo_7cm;temp_suelo_250cm
9199;3.3;716.3;8.8;0.405;10.6
9200;4.0;1007.8;30.4;0.472;28.2
9201;5.1;893.0;21.7;0.392;22.7
9202;6.4;718.0;12.7;0.419;10.6
9203;0.5;1010.0;26.2;0.475;28.2
9204;3.3;895.0;25.0;0.420;22.7
9205;3.8;715.5;8.1;0.410;10.6
9206;2.6;1007.9;29.4;0.468;28.2
9207;8.1;891.5;21.7;0.407;22.7
9208;6.4;716.9;10.6;0.415;10.6
9209;3.2;1009.9;25.9;0.461;28.2
9210;6.6;894.8;21.8;0.429;22.7
9211;0.7;715.6;10.1;0.413;10.6
9212;4.4;1007.0;29.7;0.450;28.2
9213;8.3;892.2;21.3;0.427;22.7
9214;5.3;717.0;12.5;0.403;10.6
9215;2.3;1009.7;26.2;0.450;28.2
9216;3.8;894.1;24.3;0.408;22.7
9217;1.5;715.2;10.9;0.394;10.6
9218;7.6;1007.9;28.4;0.502;28.2
9219;4.3;892.1;21.9;0.429;22.7
9220;7.9;718.0;14.6;0.392;10.6
9221;1.5;1008.2;25.7;0.485;28.2
9222;4.3;894.0;24.7;0.423;22.7
9223;3.4;713.1;9.1;0.392;10.6
9224;3.6;1006.0;30.2;0.459;28.2
9225;7.0;890.8;22.3;0.415;22.7
9226;7.4;718.0;14.6;0.380;10.6
9227;5.1;1008.9;26.3;0.457;28.2
9228;5.9;894.2;25.4;0.408;22.7
9229;5.2;713.0;9.6;0.369;10.6
9230;5.1;1004.8;30.4;0.452;28.2
9231;7.9;891.4;22.9;0.384;22.7
9232;7.8;718.1;13.8;0.369;10.6
9233;3.6;1009.4;26.3;0.449;28.2
9234;3.7;894.3;25.0;0.409;22.7
9235;4.3;714.3;9.8;0.370;10.7
9236;5.8;1007.6;30.3;0.444;28.2
9237;7.6;891.9;22.2;0.418;22.7
9238;5.7;717.9;11.5;0.414;10.7
9239;1.8;1010.3;26.1;0.425;28.2
9240;1.8;895.2;25.2;0.394;22.7
9241;4.9;713.5;8.8;0.398;10.7
9242;8.7;1009.3;29.9;0.432;28.2
9243;3.1;893.3;22.7;0.383;22.7
9244;6.1;718.8;14.5;0.384;10.7
9245;3.4;1011.2;26.1;0.426;28.2
9246;1.8;895.4;25.6;0.388;22.7
9247;4.8;714.8;9.0;0.381;10.7
9248;5.1;1008.8;29.6;0.422;28.2
9249;1.8;893.4;23.1;0.378;22.7
9250;7.2;718.6;15.3;0.377;10.7
9251;3.3;1011.6;25.8;0.443;28.2
9252;5.7;895.0;24.1;0.390;22.7
9253;2.9;715.9;9.6;0.370;10.7
9254;3.8;1010.4;28.3;0.444;28.2
9255;3.3;892.7;21.3;0.406;22.7
9256;3.6;717.5;12.3;0.376;10.7
9257;4.7;1012.1;25.4;0.495;28.2
9258;2.3;895.2;24.4;0.404;22.7
9259;2.7;715.7;9.8;0.381;10.7
9260;7.6;1009.5;29.3;0.477;28.2
9261;5.6;891.4;22.6;0.388;22.7
9262;4.2;718.1;12.4;0.402;10.7
9263;4.7;1010.7;25.4;0.473;28.2
9264;1.9;895.5;24.1;0.390;22.7
9265;1.9;715.5;9.6;0.411;10.7
9266;11.0;1009.4;29.7;0.457;28.2
9267;2.9;892.2;22.5;0.383;22.7
9268;4.2;717.3;13.6;0.399;10.7
9269;2.4;1010.7;26.1;0.453;28.2
9270;4.0;894.5;25.2;0.378;22.7
9271;2.6;715.2;9.0;0.416;10.7
9272;8.6;1009.0;29.7;0.438;28.2
9273;3.8;893.2;22.4;0.365;22.7
9274;4.8;716.8;14.2;0.404;10.7
9275;4.0;1010.9;25.7;0.432;28.2
9276;5.1;893.7;24.7;0.379;22.7
9277;2.6;715.6;10.2;0.424;10.7
9278;3.3;1010.1;29.5;0.446;28.2
9279;1.5;893.1;21.6;0.402;22.7
9280;4.8;717.3;12.4;0.428;10.7
9281;0.7;1012.3;25.8;0.474;28.2
9282;5.5;894.8;23.5;0.387;22.7
9283;2.9;715.1;10.8;0.432;10.7
9284;3.3;1010.5;29.8;0.447;28.2
9285;4.8;892.4;21.6;0.394;22.7
9286;4.7;717.4;13.3;0.428;10.7
9287;2.9;1012.1;25.5;0.434;28.2
9288;4.8;895.2;23.4;0.402;22.7
9289;3.7;716.2;9.2;0.434;10.7
9290;9.4;1010.0;30.2;0.408;28.2
9291;2.7;894.3;21.5;0.425;22.7
9292;4.9;718.7;13.6;0.416;10.7
9293;4.2;1012.2;24.9;0.408;28.2
9294;5.6;895.8;23.5;0.405;22.7
9295;1.5;716.0;9.5;0.406;10.7
9296;8.1;1009.3;30.6;0.387;28.2
9297;6.9;893.1;21.0;0.417;22.7
9298;7.4;717.4;11.3;0.404;10.7
9299;4.0;1012.1;25.6;0.390;28.2
9300;2.2;896.1;21.9;0.427;22.7
9301;0.4;716.0;8.0;0.401;10.7
9302;8.6;1008.8;30.8;0.371;28.2
9303;6.5;893.4;20.6;0.402;22.7
9304;5.2;717.7;12.8;0.392;10.7
9305;1.8;1011.4;25.9;0.367;28.2
9306;3.3;895.5;24.3;0.395;22.7
9307;3.8;713.3;8.2;0.383;10.7
9308;6.0;1009.3;29.9;0.363;28.2
9309;5.1;892.9;21.2;0.416;22.7
9310;6.9;717.5;13.7;0.369;10.7
9311;3.1;1011.5;25.6;0.351;28.2
9312;5.8;895.2;24.8;0.392;22.7
9313;0.5;715.7;9.0;0.393;10.7
9314;2.3;1010.3;30.9;0.339;28.2
9315;3.8;894.1;21.1;0.422;22.7
9316;6.0;718.2;12.8;0.385;10.7
9317;3.1;1013.2;25.7;0.343;28.2
9318;3.6;895.3;24.3;0.413;22.7
9319;1.6;715.6;10.3;0.390;10.7
9320;3.1;1010.3;30.2;0.371;28.2
9321;4.9;893.2;21.2;0.430;22.7
9322;5.8;716.5;11.7;0.408;10.7
9323;1.4;1013.2;26.3;0.362;28.2
9324;5.3;894.9;21.5;0.429;22.7
9325;3.4;715.6;9.2;0.404;10.7
9326;5.8;1011.0;29.2;0.349;28.2
9327;1.9;892.4;21.0;0.411;22.7
9328;6.6;717.8;14.0;0.401;10.7
9329;3.0;1011.8;25.8;0.356;28.2
9330;0.0;894.4;24.1;0.411;22.7
9331;2.1;715.0;9.2;0.399;10.7
9332;7.4;1009.5;29.5;0.360;28.2
9333;3.8;893.2;21.4;0.430;22.7
9334;5.9;717.2;12.0;0.406;10.7
9335;2.2;1011.2;25.7;0.341;28.2
9336;1.0;895.2;22.6;0.425;22.7
9337;3.2;716.4;10.7;0.412;10.8
9338;10.1;1010.2;29.7;0.337;28.2
9339;6.2;894.0;21.2;0.430;22.7
9340;4.7;718.8;12.6;0.410;10.8
9341;2.9;1012.9;25.5;0.339;28.2
9342;3.3;896.1;24.4;0.416;22.7
9343;3.6;714.7;9.0;0.394;10.8
9344;1.5;1010.0;31.2;0.317;28.2
9345;7.4;893.5;21.2;0.419;22.7
9346;5.5;718.6;13.6;0.391;10.8
9347;4.6;1011.5;26.0;0.319;28.2
9348;4.3;896.4;21.6;0.427;22.7
9349;3.8;715.3;10.2;0.380;10.8
9350;2.1;1008.1;30.9;0.307;28.2
9351;5.5;891.7;20.6;0.419;22.7
9352;7.2;717.0;13.1;0.391;10.8
9353;6.2;1009.9;25.7;0.315;28.2
9354;4.6;894.6;24.6;0.408;22.7
9355;5.5;713.9;9.3;0.385;10.8
9356;6.1;1006.7;31.1;0.296;28.2
9357;6.0;892.1;22.0;0.420;22.7
9358;5.6;717.0;11.7;0.407;10.8
9359;2.9;1010.7;26.6;0.295;28.2
9360;2.7;894.4;23.4;0.417;22.7
9361;4.0;715.2;9.7;0.403;10.8
9362;3.7;1008.8;30.8;0.288;28.2
9363;4.4;892.9;21.2;0.430;22.7
9364;6.1;716.6;10.7;0.428;10.8
9365;2.5;1010.2;26.1;0.284;28.3
9366;4.3;894.9;25.0;0.408;22.7
9367;5.1;713.1;8.9;0.404;10.8
9368;3.6;1007.0;31.8;0.281;28.3
9369;4.7;889.8;22.1;0.393;22.7
9370;4.9;717.3;13.8;0.386;10.8
9371;2.8;1009.6;26.9;0.275;28.3
9372;4.1;894.1;25.0;0.389;22.7
9373;4.3;713.9;9.1;0.371;10.8
9374;2.4;1008.2;30.5;0.279;28.3
9375;7.1;891.0;22.4;0.373;22.7
9376;6.3;718.5;14.7;0.366;10.8
9377;6.1;1010.4;26.3;0.271;28.3
9378;2.0;895.2;25.0;0.370;22.7
9379;4.7;716.0;9.1;0.357;10.8
9380;7.9;1008.1;32.4;0.262;28.3
9381;6.0;891.9;22.3;0.354;22.7
9382;5.8;719.0;14.7;0.356;10.8
9383;0.5;1009.6;26.9;0.258;28.3
9384;2.9;895.3;25.3;0.354;22.7
9385;4.9;715.0;10.1;0.344;10.8
9386;4.5;1008.1;32.8;0.252;28.3
9387;7.2;892.1;23.0;0.350;22.7
9388;7.9;717.9;12.8;0.362;10.8
9389;3.4;1010.4;27.0;0.248;28.3
9390;2.1;894.8;25.7;0.353;22.7
9391;2.1;715.4;9.0;0.373;10.8
9392;10.5;1009.3;32.1;0.253;28.3
9393;4.7;890.6;23.2;0.338;22.7
9394;6.9;717.6;14.8;0.368;10.8
9395;3.1;1009.5;26.5;0.245;28.3
9396;0.7;893.5;25.7;0.357;22.7
9397;3.4;714.2;9.1;0.376;10.8
9398;3.7;1008.3;31.3;0.258;28.3
9399;2.9;890.2;23.2;0.332;22.7
9400;6.4;716.5;14.6;0.370;10.8
9401;3.4;1009.3;26.5;0.260;28.3
9402;4.7;893.0;25.2;0.341;22.7
9403;4.4;714.8;9.5;0.373;10.8
9404;1.8;1008.6;29.4;0.302;28.3
9405;3.4;890.9;23.3;0.328;22.7
9406;6.1;717.7;14.1;0.374;10.8
9407;2.3;1009.8;26.1;0.427;28.3
9408;0.0;893.5;26.1;0.337;22.7
9409;2.3;716.0;10.3;0.361;10.8
9410;4.9;1007.8;30.8;0.363;28.3
9411;6.9;891.4;23.3;0.323;22.7
9412;4.7;717.8;12.6;0.365;10.8
9413;0.4;1010.5;25.8;0.381;28.3
9414;4.1;894.4;24.4;0.340;22.7
9415;1.6;716.2;8.7;0.372;10.8
9416;6.1;1009.2;30.1;0.364;28.3
9417;5.1;891.7;22.5;0.332;22.7
9418;5.9;717.6;13.6;0.377;10.8
9419;3.1;1010.9;26.2;0.371;28.3
9420;3.3;893.6;24.6;0.334;22.7
9421;3.3;716.0;9.1;0.389;10.8
9422;7.3;1010.5;27.5;0.461;28.4
9423;4.0;893.4;22.7;0.345;22.7
9424;1.8;717.0;10.8;0.426;10.8
9425;0.8;1012.0;25.5;0.480;28.4
9426;3.7;895.2;22.9;0.364;22.8
9427;0.4;716.0;8.9;0.396;10.8
9428;6.4;1011.0;27.9;0.479;28.4
9429;5.2;893.8;21.6;0.350;22.8
9430;6.5;717.9;13.9;0.385;10.8
9431;2.9;1011.6;25.8;0.444;28.4
9432;5.0;895.2;25.1;0.352;22.8
9433;2.5;715.2;10.3;0.396;10.8
9434;2.6;1010.4;27.5;0.508;28.4
9435;2.2;892.9;22.2;0.363;22.8
9436;5.1;717.5;14.5;0.401;10.8
9437;1.1;1013.1;25.3;0.476;28.4
9438;7.0;894.6;25.2;0.378;22.8
9439;2.9;714.6;10.8;0.411;10.8
9440;7.9;1011.3;27.5;0.512;28.4
9441;3.1;892.6;21.4;0.409;22.8
9442;8.2;717.8;12.2;0.426;10.8
9443;4.3;1010.9;25.5;0.486;28.4
9444;1.1;895.5;21.6;0.430;22.8
9445;3.8;714.1;9.5;0.416;10.8
9446;4.1;1008.6;29.6;0.432;28.4
9447;2.0;893.9;21.3;0.413;22.8
9448;4.6;718.0;13.4;0.427;10.8
9449;3.0;1010.7;25.8;0.431;28.4
9450;4.3;895.4;22.4;0.425;22.8
9451;1.5;716.6;10.0;0.434;10.8
9452;5.2;1009.0;30.4;0.408;28.4
9453;3.3;894.2;21.4;0.428;22.8
9454;6.2;718.7;13.5;0.415;10.8
9455;0.4;1010.7;26.7;0.414;28.4
9456;4.3;895.3;21.9;0.429;22.8
9457;2.0;715.8;9.5;0.407;10.8
9458;2.8;1009.5;28.3;0.501;28.4
9459;4.3;892.3;21.7;0.417;22.8
9460;6.8;717.8;12.7;0.408;10.8
9461;0.5;1011.2;25.2;0.520;28.4
9462;1.0;894.7;23.9;0.417;22.8
9463;3.6;713.9;8.6;0.401;10.8
9464;4.2;1009.4;27.5;0.517;28.4
9465;2.9;891.3;22.4;0.397;22.8
9466;5.6;716.6;13.3;0.402;10.8
9467;2.9;1010.6;25.6;0.470;28.4
9468;2.9;893.9;25.1;0.392;22.8
9469;1.6;714.4;9.7;0.399;10.9
9470;8.8;1008.6;28.7;0.473;28.4
9471;2.1;892.5;22.0;0.421;22.8
9472;7.0;716.9;13.2;0.398;10.9
9473;1.4;1011.4;25.7;0.460;28.4
9474;1.3;894.2;22.9;0.423;22.8
9475;1.1;714.8;9.5;0.398;10.9
9476;5.0;1008.9;29.2;0.466;28.4
9477;2.3;890.9;21.4;0.416;22.8
9478;7.2;717.4;14.2;0.394;10.9
9479;4.0;1011.6;25.9;0.456;28.4
9480;5.4;893.7;24.2;0.414;22.8
9481;4.8;713.7;9.3;0.406;10.9
9482;4.7;1009.2;29.8;0.442;28.4
9483;0.8;893.0;21.7;0.410;22.8
9484;5.0;717.5;12.7;0.404;10.9
9485;4.3;1011.6;26.2;0.431;28.4
9486;3.3;894.8;22.5;0.423;22.8
9487;2.0;715.2;9.4;0.410;10.9
9488;3.4;1008.6;28.2;0.473;28.4
9489;3.1;893.0;21.5;0.430;22.8
9490;2.9;717.1;12.0;0.414;10.9
9491;3.2;1011.0;26.2;0.418;28.4
9492;3.1;894.1;25.4;0.423;22.8
9493;3.1;714.3;9.0;0.401;10.9
9494;7.6;1008.1;29.1;0.428;28.4
9495;1.8;891.7;21.9;0.411;22.8
9496;6.4;717.3;14.7;0.390;10.9
9497;3.3;1009.6;25.6;0.401;28.4
9498;0.8;893.9;21.9;0.429;22.8
9499;0.0;714.3;8.3;0.408;10.9
9500;4.6;1007.1;30.2;0.383;28.4
9501;5.2;889.7;20.9;0.415;22.8
9502;5.5;716.8;14.7;0.397;10.9
9503;2.3;1008.4;25.7;0.383;28.4
9504;3.4;892.4;24.8;0.407;22.8
9505;2.4;713.8;9.1;0.393;10.9
9506;3.1;1007.7;29.1;0.378;28.4
9507;1.3;890.9;22.0;0.389;22.8
9508;5.8;715.9;12.8;0.402;10.9
9509;2.4;1010.1;25.2;0.500;28.4
9510;5.4;892.5;23.9;0.419;22.8
9511;2.9;713.5;10.0;0.393;10.9
9512;3.6;1008.4;29.3;0.403;28.4
9513;3.1;890.4;21.1;0.409;22.8
9514;7.4;716.6;13.9;0.395;10.9
9515;4.0;1009.5;25.8;0.416;28.4
9516;1.9;893.2;23.3;0.420;22.8
9517;4.7;714.0;10.2;0.399;10.9
9518;9.4;1008.7;29.7;0.401;28.4
9519;1.5;892.5;21.8;0.430;22.8
9520;5.1;717.1;10.6;0.435;10.9
9521;3.2;1010.2;26.0;0.457;28.4
9522;2.4;894.8;22.4;0.427;22.8
9523;2.3;716.0;9.5;0.407;10.9
9524;3.9;1007.8;29.6;0.419;28.4
9525;3.4;893.0;21.4;0.423;22.8
9526;6.9;718.1;15.3;0.401;10.9
9527;5.4;1010.1;25.6;0.401;28.4
9528;1.5;894.5;24.8;0.419;22.8
9529;4.3;713.4;10.2;0.394;10.9
9530;5.4;1007.9;29.7;0.382;28.4
9531;4.0;891.0;21.8;0.405;22.8
9532;5.2;717.1;14.5;0.389;10.9
9533;3.5;1010.0;25.5;0.378;28.4
9534;0.8;893.1;25.0;0.403;22.8
9535;4.1;714.4;10.5;0.382;10.9
9536;5.2;1009.1;27.2;0.490;28.4
9537;3.7;889.8;22.6;0.400;22.8
9538;2.5;716.0;11.5;0.425;10.9
9539;5.0;1010.1;25.1;0.479;28.4
9540;0.8;894.0;23.1;0.422;22.8
9541;4.3;714.7;10.3;0.414;10.9
9542;2.5;1009.8;26.6;0.479;28.4
9543;5.4;892.1;21.6;0.419;22.8
9544;5.3;717.6;12.5;0.397;10.9
9545;4.9;1011.3;25.4;0.458;28.4
9546;2.5;894.7;21.9;0.429;22.8
9547;3.1;717.1;10.6;0.380;10.9
9548;5.5;1008.7;29.0;0.447;28.4
9549;1.8;894.0;21.4;0.420;22.8
9550;4.8;718.2;14.7;0.379;10.9
9551;6.3;1010.7;26.1;0.447;28.4
9552;1.6;894.9;23.2;0.418;22.8
9553;1.1;715.5;9.9;0.366;10.9
9554;5.0;1009.1;27.6;0.469;28.4
9555;6.6;891.5;20.9;0.418;22.8
9556;5.4;718.5;13.5;0.376;10.9
9557;2.9;1010.5;24.6;0.473;28.4
9558;2.9;894.7;24.8;0.413;22.8
9559;2.8;716.4;9.7;0.384;10.9
9560;4.7;1008.8;29.4;0.445;28.4
9561;5.2;891.3;21.9;0.398;22.8
9562;5.9;718.1;14.0;0.377;10.9
9563;4.8;1011.1;25.6;0.464;28.4
9564;3.3;894.8;25.1;0.396;22.8
9565;4.4;714.2;9.0;0.369;10.9
9566;5.4;1009.1;27.4;0.457;28.4
9567;1.8;893.6;21.8;0.429;22.8
9568;6.4;718.3;14.4;0.368;10.9
9569;5.6;1010.4;24.9;0.452;28.4
9570;1.8;894.4;24.2;0.418;22.8
9571;2.2;715.0;9.2;0.365;10.9
9572;6.8;1008.4;29.1;0.440;28.4
9573;2.6;892.0;22.7;0.402;22.8
9574;4.7;717.4;13.6;0.368;10.9
9575;3.1;1011.2;24.9;0.431;28.4
9576;5.4;893.7;23.1;0.425;22.8
9577;2.3;715.6;9.1;0.389;10.9
9578;4.3;1010.3;28.4;0.421;28.4
9579;6.6;893.5;21.6;0.430;22.8
9580;5.6;718.0;12.9;0.387;10.9
9581;6.8;1012.4;25.0;0.458;28.4
9582;3.6;894.9;21.9;0.422;22.8
9583;2.3;714.0;9.3;0.408;10.9
9584;6.2;1010.2;28.3;0.457;28.4
9585;3.4;892.8;21.8;0.414;22.8
9586;5.4;717.7;14.1;0.403;10.9
9587;2.6;1011.6;24.5;0.448;28.4
9588;1.3;895.0;23.6;0.419;22.8
9589;4.2;714.6;9.3;0.408;10.9
9590;5.9;1009.7;29.2;0.428;28.4
9591;5.5;893.6;21.4;0.415;22.8
9592;5.6;718.1;14.2;0.394;10.9
9593;1.1;1011.8;25.3;0.434;28.4
9594;0.7;895.0;24.9;0.413;22.8
9595;3.0;716.0;10.3;0.387;10.9
9596;8.7;1009.2;29.2;0.405;28.4
9597;2.9;893.0;22.1;0.393;22.8
9598;6.0;718.0;12.7;0.399;10.9
9599;1.5;1011.4;25.1;0.403;28.3
9600;2.9;895.7;22.9;0.417;22.8
9601;4.4;714.7;9.6;0.388;10.9
9602;3.4;1009.8;28.6;0.390;28.3
9603;6.9;893.6;21.2;0.425;22.8
9604;7.2;716.7;10.8;0.432;10.9
9605;1.8;1010.7;24.7;0.403;28.3
9606;4.8;895.1;25.4;0.411;22.8
9607;1.8;715.7;10.4;0.404;10.9
9608;7.2;1007.3;29.5;0.385;28.3
9609;5.0;893.0;22.3;0.390;22.8
9610;4.7;716.2;11.6;0.406;10.9
9611;4.1;1009.8;25.4;0.384;28.3
9612;5.5;893.9;24.6;0.400;22.8
9613;4.1;715.5;10.0;0.432;11.0
9614;5.6;1008.8;28.7;0.379;28.3
9615;4.9;892.9;21.6;0.411;22.8
9616;5.1;717.2;12.2;0.430;11.0
9617;4.1;1010.2;24.9;0.378;28.3
9618;3.6;894.2;22.9;0.430;22.8
9619;1.1;714.1;9.7;0.413;11.0
9620;4.8;1008.3;29.4;0.361;28.3
9621;4.2;892.9;21.9;0.402;22.8
9622;8.2;716.7;10.9;0.437;11.0
9623;4.3;1012.2;25.7;0.361;28.3
9624;3.1;895.1;25.0;0.396;22.8
9625;0.7;716.3;9.9;0.415;11.0
9626;8.2;1011.2;29.1;0.352;28.3
9627;4.0;893.8;21.8;0.408;22.8
9628;6.6;719.3;14.0;0.409;11.0
9629;6.9;1013.6;24.9;0.353;28.3
9630;0.8;896.4;24.8;0.418;22.8
9631;3.1;716.2;8.7;0.401;11.0
9632;6.4;1012.3;28.9;0.343;28.3
9633;3.1;892.3;21.8;0.401;22.8
9634;6.5;718.5;14.7;0.393;11.0
9635;4.7;1012.4;25.2;0.351;28.3
9636;2.3;895.1;24.1;0.418;22.8
9637;2.6;715.7;11.3;0.392;11.0
9638;3.1;1010.5;29.6;0.389;28.3
9639;6.3;893.4;21.6;0.424;22.8
9640;6.7;717.9;13.3;0.396;11.0
9641;1.5;1011.2;25.0;0.386;28.3
9642;4.4;895.7;21.7;0.429;22.8
9643;2.5;716.2;8.5;0.419;11.0
9644;3.7;1008.9;29.8;0.372;28.3
9645;4.3;893.4;20.5;0.422;22.8
9646;4.7;718.1;13.0;0.400;11.0
9647;5.4;1012.1;25.6;0.372;28.3
9648;2.9;895.9;22.1;0.428;22.8
9649;3.6;715.4;9.7;0.412;11.0
9650;7.4;1010.5;28.4;0.361;28.3
9651;7.2;893.3;21.0;0.408;22.8
9652;6.2;718.0;13.8;0.398;11.0
9653;4.1;1011.9;24.4;0.368;28.3
9654;6.2;895.4;24.7;0.396;22.7
9655;3.3;716.1;10.4;0.432;11.0
9656;9.8;1010.9;28.8;0.355;28.3
9657;4.4;894.1;21.3;0.404;22.7
9658;5.6;716.8;11.0;0.438;11.0
9659;4.0;1013.1;24.3;0.359;28.3
9660;1.3;895.9;24.4;0.415;22.7
9661;1.5;713.6;8.4;0.414;11.0
9662;12.7;1011.2;27.8;0.357;28.3
9663;5.1;894.5;21.7;0.413;22.7
9664;6.8;716.6;9.6;0.414;11.0
9665;4.3;1012.6;24.0;0.371;28.3
9666;2.5;896.2;21.9;0.430;22.7
9667;1.1;716.3;9.0;0.417;11.0
9668;4.7;1010.9;29.0;0.355;28.3
9669;3.6;895.4;20.9;0.428;22.7
9670;4.0;717.6;12.0;0.405;11.0
9671;4.7;1012.1;24.7;0.357;28.3
9672;6.5;895.8;23.6;0.417;22.7
9673;1.1;715.8;9.4;0.413;10.9
9674;3.4;1008.9;29.2;0.342;28.3
9675;6.6;894.5;21.6;0.403;22.7
9676;5.4;718.3;13.2;0.397;10.9
9677;4.2;1010.9;24.6;0.342;28.3
9678;9.4;895.6;24.4;0.415;22.7
9679;2.8;715.6;9.9;0.425;10.9
9680;0.5;1007.6;29.2;0.330;28.3
9681;6.4;894.0;21.3;0.406;22.7
9682;4.7;718.8;14.2;0.395;10.9
9683;8.6;1010.7;25.1;0.333;28.3
9684;10.7;895.5;24.8;0.395;22.7
9685;2.2;713.6;8.8;0.381;10.9
9686;5.0;1007.7;29.4;0.322;28.3
9687;7.1;892.6;21.4;0.380;22.7
9688;5.4;719.0;14.2;0.372;10.9
9689;8.2;1011.0;25.0;0.321;28.3
9690;8.6;895.8;24.5;0.376;22.7
9691;2.2;714.2;9.3;0.368;10.9
9692;13.7;1010.4;28.9;0.311;28.3
9693;7.4;893.0;21.6;0.359;22.7
9694;4.7;719.1;14.0;0.355;10.9
9695;5.5;1011.7;24.1;0.309;28.3
9696;9.4;895.7;24.3;0.358;22.7
9697;1.1;715.1;9.9;0.363;10.9
9698;10.0;1010.5;28.5;0.300;28.3
9699;8.2;893.0;21.7;0.346;22.7
9700;3.4;716.5;9.0;0.423;10.9
9701;6.8;1012.4;24.0;0.304;28.3
9702;3.3;896.4;22.7;0.406;22.7
9703;1.1;715.4;8.7;0.426;10.9
9704;8.2;1010.4;29.2;0.293;28.3
9705;5.9;894.4;20.8;0.393;22.7
9706;7.6;715.7;9.2;0.438;10.9
9707;4.7;1012.6;24.8;0.296;28.3
9708;3.3;895.6;21.8;0.399;22.7
9709;1.3;715.2;8.5;0.433;10.9
9710;5.4;1011.5;27.6;0.293;28.2
9711;4.7;894.5;21.0;0.396;22.7
9712;4.6;716.1;9.1;0.422;10.9
9713;4.3;1012.5;23.5;0.300;28.2
9714;4.8;895.6;23.4;0.419;22.7
9715;1.8;715.4;8.5;0.418;10.9
9716;3.6;1010.0;28.6;0.289;28.2
9717;4.0;894.5;20.9;0.410;22.7
9718;7.4;717.2;9.5;0.429;10.9
9719;2.1;1012.2;23.9;0.290;28.2
9720;5.4;896.5;23.7;0.402;22.7
9721;2.5;715.9;8.8;0.421;10.9
9722;4.0;1009.1;30.3;0.278;28.2
9723;5.5;894.9;21.5;0.396;22.7
9724;3.1;718.2;9.6;0.410;10.9
9725;5.5;1014.1;24.6;0.279;28.2
9726;3.6;897.8;22.8;0.414;22.7
9727;1.3;716.6;9.2;0.415;10.9
9728;5.9;1011.6;30.1;0.271;28.2
9729;7.6;894.5;20.7;0.404;22.7
9730;6.5;718.2;12.4;0.402;10.9
9731;4.0;1013.6;24.5;0.271;28.2
9732;0.8;896.1;22.0;0.413;22.7
9733;2.9;715.5;8.6;0.397;10.8
9734;11.2;1011.5;30.0;0.264;28.2
9735;4.7;893.7;21.8;0.390;22.7
9736;6.2;716.6;11.1;0.416;10.8
9737;1.1;1013.0;24.3;0.266;28.2
9738;3.1;894.8;24.1;0.391;22.7
9739;2.4;715.2;8.5;0.391;10.8
9740;7.6;1008.7;30.2;0.258;28.2
9741;5.5;892.7;21.4;0.395;22.7
9742;5.1;716.9;10.5;0.410;10.8
9743;4.7;1012.3;24.4;0.259;28.2
9744;2.5;896.2;23.2;0.404;22.7
9745;5.0;714.1;8.0;0.400;10.8
9746;6.9;1009.6;30.1;0.253;28.2
9747;7.1;892.5;20.0;0.410;22.7
9748;4.7;717.4;11.9;0.400;10.8
9749;4.5;1011.8;24.4;0.253;28.2
9750;2.6;896.1;23.9;0.401;22.7
9751;3.3;715.5;9.4;0.406;10.8
9752;5.9;1010.9;30.2;0.248;28.2
9753;4.0;894.3;21.4;0.430;22.7
9754;3.9;716.9;11.4;0.396;10.8
9755;8.1;1013.6;25.0;0.248;28.2
9756;4.2;894.9;24.4;0.423;22.7
9757;4.4;714.9;8.1;0.388;10.8
9758;9.1;1012.2;29.2;0.246;28.2
9759;3.1;892.4;21.7;0.409;22.7
9760;5.4;716.4;12.2;0.386;10.8
9761;4.0;1013.4;24.4;0.248;28.2
9762;2.7;894.4;24.4;0.403;22.7
9763;1.3;715.5;9.0;0.389;10.8
9764;0.8;1012.3;29.1;0.247;28.2
9765;2.8;893.7;21.8;0.430;22.7
9766;4.0;717.0;10.2;0.421;10.8
9767;5.4;1014.0;23.9;0.250;28.2
9768;3.1;895.5;23.2;0.422;22.6
9769;3.2;714.7;9.2;0.407;10.8
9770;6.4;1010.4;28.8;0.248;28.2
9771;4.4;894.2;21.5;0.430;22.6
9772;8.9;716.0;9.3;0.435;10.8
9773;1.5;1011.8;24.8;0.247;28.2
9774;6.2;896.2;22.4;0.422;22.6
9775;2.2;715.0;9.0;0.413;10.8
9776;4.9;1009.9;28.3;0.258;28.2
9777;5.1;893.7;19.8;0.423;22.6
9778;6.2;717.9;13.6;0.398;10.7
9779;4.8;1010.4;24.9;0.245;28.2
9780;2.6;895.1;23.7;0.417;22.6
9781;3.9;712.3;8.2;0.394;10.7
9782;13.8;1009.0;29.7;0.241;28.2
9783;7.4;891.5;21.2;0.399;22.6
9784;6.5;716.8;13.7;0.381;10.7
9785;3.6;1011.8;24.6;0.248;28.2
9786;2.2;893.2;24.2;0.390;22.6
9787;3.2;712.7;8.5;0.382;10.7
9788;15.0;1008.9;30.5;0.239;28.2
9789;4.9;890.4;20.8;0.410;22.6
9790;5.9;715.2;11.5;0.385;10.7
9791;3.7;1011.7;24.5;0.239;28.2
9792;2.3;894.1;23.8;0.397;22.6
9793;1.6;713.7;7.6;0.402;10.7
9794;11.4;1008.9;31.4;0.235;28.2
9795;2.0;891.9;21.1;0.403;22.6
